startup_id,company_name,sector,founding_year,funding_rounds,total_funding_usd,employee_count,founder_experience,is_unicorn,ipo_status,market_volatility,investor_count,japanese_investor,success_score,last_valuation_usd,revenue_usd,ipo_valuation_usd,ipo_return_6m,esg_score,customer_growth_rate,burn_rate
STUP_12126,RedNetworks,ecommerce,743.6666667,-119.2857143,-37007.26762,16859.57143,2776.991388,0,0,1762.569048,123.952381,0,-251.6371429,-35370.76286,,,,,-85802.42,1647.679412
STUP_12127,TechSystems,healthtech,743.0666667,-119.3428571,-37024.71448,16867.48571,2778.295864,0,0,1763.36819,124.0095238,0,-251.7785714,-35387.68543,-1590.569615,,,2798.199153,-85863.08,1648.452647
STUP_12128,RedMinds Labs,edtech,742.4666667,-119.4,-37042.16133,16875.4,2779.60034,0,0,1764.167333,124.0666667,0,-251.92,-35404.608,-1591.327308,,,2799.496949,-85923.74,1649.225882
STUP_12129,TechVision Technologies,fintech,741.8666667,-119.4571429,-37059.60819,16883.31429,2780.904816,0,0,1764.966476,124.1238095,0,-252.0614286,-35421.53057,-1592.085,,,2800.794746,,1649.999118
STUP_12130,InnoSolutions Ventures,consumer tech,741.2666667,-119.5142857,-37077.05505,16891.22857,2782.209292,0,0,1765.765619,124.1809524,0,-252.2028571,-35438.45314,-1592.842692,,,2802.092542,,1650.772353
STUP_12131,BrightMinds,fintech,740.6666667,-119.5714286,-37094.5019,16899.14286,2783.513768,0,0,1766.564762,124.2380952,0,-252.3442857,-35455.37571,-1593.600385,,,2803.390339,-85984.4,1651.545588
STUP_12132,RedNetworks,ecommerce,740.0666667,-119.6285714,-37111.94876,16907.05714,2784.818245,0,0,1767.363905,124.2952381,0,-252.4857143,-35472.29829,,,,,-86045.06,1652.318824
STUP_12133,TechSystems,healthtech,739.4666667,-119.6857143,-37129.39562,16914.97143,2786.122721,0,0,1768.163048,124.352381,0,-252.6271429,-35489.22086,-1595.115769,,,2805.985932,-86105.72,1653.092059
STUP_12134,RedMinds Labs,edtech,738.8666667,-119.7428571,-37146.84248,16922.88571,2787.427197,0,0,1768.96219,124.4095238,0,-252.7685714,-35506.14343,-1595.873462,,,2807.283729,-86166.38,1653.865294
STUP_12135,TechVision Technologies,fintech,738.2666667,-119.8,-37164.28933,16930.8,2788.731673,0,0,1769.761333,124.4666667,0,-252.91,-35523.066,-1596.631154,,,2808.581525,,1654.638529
STUP_12136,InnoSolutions Ventures,consumer tech,737.6666667,-119.8571429,-37181.73619,16938.71429,2790.036149,0,0,1770.560476,124.5238095,0,-253.0514286,-35539.98857,-1597.388846,,,2809.879322,,1655.411765
STUP_12137,BrightMinds,fintech,737.0666667,-119.9142857,-37199.18305,16946.62857,2791.340625,0,0,1771.359619,124.5809524,0,-253.1928571,-35556.91114,-1598.146538,,,2811.177119,-86227.04,1656.185
STUP_12138,RedNetworks,ecommerce,736.4666667,-119.9714286,-37216.6299,16954.54286,2792.645101,0,0,1772.158762,124.6380952,0,-253.3342857,-35573.83371,,,,,-86287.7,1656.958235
STUP_12139,TechSystems,healthtech,735.8666667,-120.0285714,-37234.07676,16962.45714,2793.949578,0,0,1772.957905,124.6952381,0,-253.4757143,-35590.75629,-1599.661923,,,2813.772712,-86348.36,1657.731471
STUP_12140,RedMinds Labs,edtech,735.2666667,-120.0857143,-37251.52362,16970.37143,2795.254054,0,0,1773.757048,124.752381,0,-253.6171429,-35607.67886,-1600.419615,,,2815.070508,-86409.02,1658.504706
STUP_12141,TechVision Technologies,fintech,734.6666667,-120.1428571,-37268.97048,16978.28571,2796.55853,0,0,1774.55619,124.8095238,0,-253.7585714,-35624.60143,-1601.177308,,,2816.368305,,1659.277941
STUP_12142,InnoSolutions Ventures,consumer tech,734.0666667,-120.2,-37286.41733,16986.2,2797.863006,0,0,1775.355333,124.8666667,0,-253.9,-35641.524,-1601.935,,,2817.666102,,1660.051176
STUP_12143,BrightMinds,fintech,733.4666667,-120.2571429,-37303.86419,16994.11429,2799.167482,0,0,1776.154476,124.9238095,0,-254.0414286,-35658.44657,-1602.692692,,,2818.963898,-86469.68,1660.824412
STUP_12144,RedNetworks,ecommerce,732.8666667,-120.3142857,-37321.31105,17002.02857,2800.471958,0,0,1776.953619,124.9809524,0,-254.1828571,-35675.36914,,,,,-86530.34,1661.597647
STUP_12145,TechSystems,healthtech,732.2666667,-120.3714286,-37338.7579,17009.94286,2801.776435,0,0,1777.752762,125.0380952,0,-254.3242857,-35692.29171,-1604.208077,,,2821.559492,-86591,1662.370882
STUP_12146,RedMinds Labs,edtech,731.6666667,-120.4285714,-37356.20476,17017.85714,2803.080911,0,0,1778.551905,125.0952381,0,-254.4657143,-35709.21429,-1604.965769,,,2822.857288,-86651.66,1663.144118
STUP_12147,TechVision Technologies,fintech,731.0666667,-120.4857143,-37373.65162,17025.77143,2804.385387,0,0,1779.351048,125.152381,0,-254.6071429,-35726.13686,-1605.723462,,,2824.155085,,1663.917353
STUP_12148,InnoSolutions Ventures,consumer tech,730.4666667,-120.5428571,-37391.09848,17033.68571,2805.689863,0,0,1780.15019,125.2095238,0,-254.7485714,-35743.05943,-1606.481154,,,2825.452881,,1664.690588
STUP_12149,BrightMinds,fintech,729.8666667,-120.6,-37408.54533,17041.6,2806.994339,0,0,1780.949333,125.2666667,0,-254.89,-35759.982,-1607.238846,,,2826.750678,-86712.32,1665.463824
STUP_12150,RedNetworks,ecommerce,729.2666667,-120.6571429,-37425.99219,17049.51429,2808.298815,0,0,1781.748476,125.3238095,0,-255.0314286,-35776.90457,,,,,-86772.98,1666.237059
STUP_12151,TechSystems,healthtech,728.6666667,-120.7142857,-37443.43905,17057.42857,2809.603291,0,0,1782.547619,125.3809524,0,-255.1728571,-35793.82714,-1608.754231,,,2829.346271,-86833.64,1667.010294
STUP_12152,RedMinds Labs,edtech,728.0666667,-120.7714286,-37460.8859,17065.34286,2810.907768,0,0,1783.346762,125.4380952,0,-255.3142857,-35810.74971,-1609.511923,,,2830.644068,-86894.3,1667.783529
STUP_12153,TechVision Technologies,fintech,727.4666667,-120.8285714,-37478.33276,17073.25714,2812.212244,0,0,1784.145905,125.4952381,0,-255.4557143,-35827.67229,-1610.269615,,,2831.941864,,1668.556765
STUP_12154,InnoSolutions Ventures,consumer tech,726.8666667,-120.8857143,-37495.77962,17081.17143,2813.51672,0,0,1784.945048,125.552381,0,-255.5971429,-35844.59486,-1611.027308,,,2833.239661,,1669.33
STUP_12155,BrightMinds,fintech,726.2666667,-120.9428571,-37513.22648,17089.08571,2814.821196,0,0,1785.74419,125.6095238,0,-255.7385714,-35861.51743,-1611.785,,,2834.537458,-86954.96,1670.103235
STUP_12156,RedNetworks,ecommerce,725.6666667,-121,-37530.67333,17097,2816.125672,0,0,1786.543333,125.6666667,0,-255.88,-35878.44,,,,,-87015.62,1670.876471
STUP_12157,TechSystems,healthtech,725.0666667,-121.0571429,-37548.12019,17104.91429,2817.430148,0,0,1787.342476,125.7238095,0,-256.0214286,-35895.36257,-1613.300385,,,2837.133051,-87076.28,1671.649706
STUP_12158,RedMinds Labs,edtech,724.4666667,-121.1142857,-37565.56705,17112.82857,2818.734624,0,0,1788.141619,125.7809524,0,-256.1628571,-35912.28514,-1614.058077,,,2838.430847,-87136.94,1672.422941
STUP_12159,TechVision Technologies,fintech,723.8666667,-121.1714286,-37583.0139,17120.74286,2820.039101,0,0,1788.940762,125.8380952,0,-256.3042857,-35929.20771,-1614.815769,,,2839.728644,,1673.196176
STUP_12160,InnoSolutions Ventures,consumer tech,723.2666667,-121.2285714,-37600.46076,17128.65714,2821.343577,0,0,1789.739905,125.8952381,0,-256.4457143,-35946.13029,-1615.573462,,,2841.026441,,1673.969412
STUP_12161,BrightMinds,fintech,722.6666667,-121.2857143,-37617.90762,17136.57143,2822.648053,0,0,1790.539048,125.952381,0,-256.5871429,-35963.05286,-1616.331154,,,2842.324237,-87197.6,1674.742647
STUP_12162,RedNetworks,ecommerce,722.0666667,-121.3428571,-37635.35448,17144.48571,2823.952529,0,0,1791.33819,126.0095238,0,-256.7285714,-35979.97543,,,,,-87258.26,1675.515882
STUP_12163,TechSystems,healthtech,721.4666667,-121.4,-37652.80133,17152.4,2825.257005,0,0,1792.137333,126.0666667,0,-256.87,-35996.898,-1617.846538,,,2844.919831,-87318.92,1676.289118
STUP_12164,RedMinds Labs,edtech,720.8666667,-121.4571429,-37670.24819,17160.31429,2826.561481,0,0,1792.936476,126.1238095,0,-257.0114286,-36013.82057,-1618.604231,,,2846.217627,-87379.58,1677.062353
STUP_12165,TechVision Technologies,fintech,720.2666667,-121.5142857,-37687.69505,17168.22857,2827.865958,0,0,1793.735619,126.1809524,0,-257.1528571,-36030.74314,-1619.361923,,,2847.515424,,1677.835588
STUP_12166,InnoSolutions Ventures,consumer tech,719.6666667,-121.5714286,-37705.1419,17176.14286,2829.170434,0,0,1794.534762,126.2380952,0,-257.2942857,-36047.66571,-1620.119615,,,2848.81322,,1678.608824
STUP_12167,BrightMinds,fintech,719.0666667,-121.6285714,-37722.58876,17184.05714,2830.47491,0,0,1795.333905,126.2952381,0,-257.4357143,-36064.58829,-1620.877308,,,2850.111017,-87440.24,1679.382059
STUP_12168,RedNetworks,ecommerce,718.4666667,-121.6857143,-37740.03562,17191.97143,2831.779386,0,0,1796.133048,126.352381,0,-257.5771429,-36081.51086,,,,,-87500.9,1680.155294
STUP_12169,TechSystems,healthtech,717.8666667,-121.7428571,-37757.48248,17199.88571,2833.083862,0,0,1796.93219,126.4095238,0,-257.7185714,-36098.43343,-1622.392692,,,2852.70661,-87561.56,1680.928529
STUP_12170,RedMinds Labs,edtech,717.2666667,-121.8,-37774.92933,17207.8,2834.388338,0,0,1797.731333,126.4666667,0,-257.86,-36115.356,-1623.150385,,,2854.004407,-87622.22,1681.701765
STUP_12171,TechVision Technologies,fintech,716.6666667,-121.8571429,-37792.37619,17215.71429,2835.692814,0,0,1798.530476,126.5238095,0,-258.0014286,-36132.27857,-1623.908077,,,2855.302203,,1682.475
STUP_12172,InnoSolutions Ventures,consumer tech,716.0666667,-121.9142857,-37809.82305,17223.62857,2836.997291,0,0,1799.329619,126.5809524,0,-258.1428571,-36149.20114,-1624.665769,,,2856.6,,1683.248235
STUP_12173,BrightMinds,fintech,715.4666667,-121.9714286,-37827.2699,17231.54286,2838.301767,0,0,1800.128762,126.6380952,0,-258.2842857,-36166.12371,-1625.423462,,,2857.897797,-87682.88,1684.021471
STUP_12174,RedNetworks,ecommerce,714.8666667,-122.0285714,-37844.71676,17239.45714,2839.606243,0,0,1800.927905,126.6952381,0,-258.4257143,-36183.04629,,,,,-87743.54,1684.794706
STUP_12175,TechSystems,healthtech,714.2666667,-122.0857143,-37862.16362,17247.37143,2840.910719,0,0,1801.727048,126.752381,0,-258.5671429,-36199.96886,-1626.938846,,,2860.49339,-87804.2,1685.567941
STUP_12176,RedMinds Labs,edtech,713.6666667,-122.1428571,-37879.61048,17255.28571,2842.215195,0,0,1802.52619,126.8095238,0,-258.7085714,-36216.89143,-1627.696538,,,2861.791186,-87864.86,1686.341176
STUP_12177,TechVision Technologies,fintech,713.0666667,-122.2,-37897.05733,17263.2,2843.519671,0,0,1803.325333,126.8666667,0,-258.85,-36233.814,-1628.454231,,,2863.088983,,1687.114412
STUP_12178,InnoSolutions Ventures,consumer tech,712.4666667,-122.2571429,-37914.50419,17271.11429,2844.824147,0,0,1804.124476,126.9238095,0,-258.9914286,-36250.73657,-1629.211923,,,2864.38678,,1687.887647
STUP_12179,BrightMinds,fintech,711.8666667,-122.3142857,-37931.95105,17279.02857,2846.128624,0,0,1804.923619,126.9809524,0,-259.1328571,-36267.65914,-1629.969615,,,2865.684576,-87925.52,1688.660882
STUP_12180,RedNetworks,ecommerce,711.2666667,-122.3714286,-37949.3979,17286.94286,2847.4331,0,0,1805.722762,127.0380952,0,-259.2742857,-36284.58171,,,,,-87986.18,1689.434118
STUP_12181,TechSystems,healthtech,710.6666667,-122.4285714,-37966.84476,17294.85714,2848.737576,0,0,1806.521905,127.0952381,0,-259.4157143,-36301.50429,-1631.485,,,2868.280169,-88046.84,1690.207353
STUP_12182,RedMinds Labs,edtech,710.0666667,-122.4857143,-37984.29162,17302.77143,2850.042052,0,0,1807.321048,127.152381,0,-259.5571429,-36318.42686,-1632.242692,,,2869.577966,-88107.5,1690.980588
STUP_12183,TechVision Technologies,fintech,709.4666667,-122.5428571,-38001.73848,17310.68571,2851.346528,0,0,1808.12019,127.2095238,0,-259.6985714,-36335.34943,-1633.000385,,,2870.875763,,1691.753824
STUP_12184,InnoSolutions Ventures,consumer tech,708.8666667,-122.6,-38019.18533,17318.6,2852.651004,0,0,1808.919333,127.2666667,0,-259.84,-36352.272,-1633.758077,,,2872.173559,,1692.527059
STUP_12185,BrightMinds,fintech,708.2666667,-122.6571429,-38036.63219,17326.51429,2853.955481,0,0,1809.718476,127.3238095,0,-259.9814286,-36369.19457,-1634.515769,,,2873.471356,-88168.16,1693.300294
STUP_12186,RedNetworks,ecommerce,707.6666667,-122.7142857,-38054.07905,17334.42857,2855.259957,0,0,1810.517619,127.3809524,0,-260.1228571,-36386.11714,,,,,-88228.82,1694.073529
STUP_12187,TechSystems,healthtech,707.0666667,-122.7714286,-38071.5259,17342.34286,2856.564433,0,0,1811.316762,127.4380952,0,-260.2642857,-36403.03971,-1636.031154,,,2876.066949,-88289.48,1694.846765
STUP_12188,RedMinds Labs,edtech,706.4666667,-122.8285714,-38088.97276,17350.25714,2857.868909,0,0,1812.115905,127.4952381,0,-260.4057143,-36419.96229,-1636.788846,,,2877.364746,-88350.14,1695.62
STUP_12189,TechVision Technologies,fintech,705.8666667,-122.8857143,-38106.41962,17358.17143,2859.173385,0,0,1812.915048,127.552381,0,-260.5471429,-36436.88486,-1637.546538,,,2878.662542,,1696.393235
STUP_12190,InnoSolutions Ventures,consumer tech,705.2666667,-122.9428571,-38123.86648,17366.08571,2860.477861,0,0,1813.71419,127.6095238,0,-260.6885714,-36453.80743,-1638.304231,,,2879.960339,,1697.166471
STUP_12191,BrightMinds,fintech,704.6666667,-123,-38141.31333,17374,2861.782337,0,0,1814.513333,127.6666667,0,-260.83,-36470.73,-1639.061923,,,2881.258136,-88410.8,1697.939706
STUP_12192,RedNetworks,ecommerce,704.0666667,-123.0571429,-38158.76019,17381.91429,2863.086814,0,0,1815.312476,127.7238095,0,-260.9714286,-36487.65257,,,,,-88471.46,1698.712941
STUP_12193,TechSystems,healthtech,703.4666667,-123.1142857,-38176.20705,17389.82857,2864.39129,0,0,1816.111619,127.7809524,0,-261.1128571,-36504.57514,-1640.577308,,,2883.853729,-88532.12,1699.486176
STUP_12194,RedMinds Labs,edtech,702.8666667,-123.1714286,-38193.6539,17397.74286,2865.695766,0,0,1816.910762,127.8380952,0,-261.2542857,-36521.49771,-1641.335,,,2885.151525,-88592.78,1700.259412
STUP_12195,TechVision Technologies,fintech,702.2666667,-123.2285714,-38211.10076,17405.65714,2867.000242,0,0,1817.709905,127.8952381,0,-261.3957143,-36538.42029,-1642.092692,,,2886.449322,,1701.032647
STUP_12196,InnoSolutions Ventures,consumer tech,701.6666667,-123.2857143,-38228.54762,17413.57143,2868.304718,0,0,1818.509048,127.952381,0,-261.5371429,-36555.34286,-1642.850385,,,2887.747119,,1701.805882
STUP_12197,BrightMinds,fintech,701.0666667,-123.3428571,-38245.99448,17421.48571,2869.609194,0,0,1819.30819,128.0095238,0,-261.6785714,-36572.26543,-1643.608077,,,2889.044915,-88653.44,1702.579118
STUP_12198,RedNetworks,ecommerce,700.4666667,-123.4,-38263.44133,17429.4,2870.913671,0,0,1820.107333,128.0666667,0,-261.82,-36589.188,,,,,-88714.1,1703.352353
STUP_12199,TechSystems,healthtech,699.8666667,-123.4571429,-38280.88819,17437.31429,2872.218147,0,0,1820.906476,128.1238095,0,-261.9614286,-36606.11057,-1645.123462,,,2891.640508,-88774.76,1704.125588
STUP_12200,RedMinds Labs,edtech,699.2666667,-123.5142857,-38298.33505,17445.22857,2873.522623,0,0,1821.705619,128.1809524,0,-262.1028571,-36623.03314,-1645.881154,,,2892.938305,-88835.42,1704.898824
STUP_12201,TechVision Technologies,fintech,698.6666667,-123.5714286,-38315.7819,17453.14286,2874.827099,0,0,1822.504762,128.2380952,0,-262.2442857,-36639.95571,-1646.638846,,,2894.236102,,1705.672059
STUP_12202,InnoSolutions Ventures,consumer tech,698.0666667,-123.6285714,-38333.22876,17461.05714,2876.131575,0,0,1823.303905,128.2952381,0,-262.3857143,-36656.87829,-1647.396538,,,2895.533898,,1706.445294
STUP_12203,BrightMinds,fintech,697.4666667,-123.6857143,-38350.67562,17468.97143,2877.436051,0,0,1824.103048,128.352381,0,-262.5271429,-36673.80086,-1648.154231,,,2896.831695,-88896.08,1707.218529
STUP_12204,RedNetworks,ecommerce,696.8666667,-123.7428571,-38368.12248,17476.88571,2878.740527,0,0,1824.90219,128.4095238,0,-262.6685714,-36690.72343,,,,,-88956.74,1707.991765
STUP_12205,TechSystems,healthtech,696.2666667,-123.8,-38385.56933,17484.8,2880.045004,0,0,1825.701333,128.4666667,0,-262.81,-36707.646,-1649.669615,,,2899.427288,-89017.4,1708.765
STUP_12206,RedMinds Labs,edtech,695.6666667,-123.8571429,-38403.01619,17492.71429,2881.34948,0,0,1826.500476,128.5238095,0,-262.9514286,-36724.56857,-1650.427308,,,2900.725085,-89078.06,1709.538235
STUP_12207,TechVision Technologies,fintech,695.0666667,-123.9142857,-38420.46305,17500.62857,2882.653956,0,0,1827.299619,128.5809524,0,-263.0928571,-36741.49114,-1651.185,,,2902.022881,,1710.311471
STUP_12208,InnoSolutions Ventures,consumer tech,694.4666667,-123.9714286,-38437.9099,17508.54286,2883.958432,0,0,1828.098762,128.6380952,0,-263.2342857,-36758.41371,-1651.942692,,,2903.320678,,1711.084706
STUP_12209,BrightMinds,fintech,693.8666667,-124.0285714,-38455.35676,17516.45714,2885.262908,0,0,1828.897905,128.6952381,0,-263.3757143,-36775.33629,-1652.700385,,,2904.618475,-89138.72,1711.857941
STUP_12210,RedNetworks,ecommerce,693.2666667,-124.0857143,-38472.80362,17524.37143,2886.567384,0,0,1829.697048,128.752381,0,-263.5171429,-36792.25886,,,,,-89199.38,1712.631176
STUP_12211,TechSystems,healthtech,692.6666667,-124.1428571,-38490.25048,17532.28571,2887.87186,0,0,1830.49619,128.8095238,0,-263.6585714,-36809.18143,-1654.215769,,,2907.214068,-89260.04,1713.404412
STUP_12212,RedMinds Labs,edtech,692.0666667,-124.2,-38507.69733,17540.2,2889.176337,0,0,1831.295333,128.8666667,0,-263.8,-36826.104,-1654.973462,,,2908.511864,-89320.7,1714.177647
STUP_12213,TechVision Technologies,fintech,691.4666667,-124.2571429,-38525.14419,17548.11429,2890.480813,0,0,1832.094476,128.9238095,0,-263.9414286,-36843.02657,-1655.731154,,,2909.809661,,1714.950882
STUP_12214,InnoSolutions Ventures,consumer tech,690.8666667,-124.3142857,-38542.59105,17556.02857,2891.785289,0,0,1832.893619,128.9809524,0,-264.0828571,-36859.94914,-1656.488846,,,2911.107458,,1715.724118
STUP_12215,BrightMinds,fintech,690.2666667,-124.3714286,-38560.0379,17563.94286,2893.089765,0,0,1833.692762,129.0380952,0,-264.2242857,-36876.87171,-1657.246538,,,2912.405254,-89381.36,1716.497353
STUP_12216,RedNetworks,ecommerce,689.6666667,-124.4285714,-38577.48476,17571.85714,2894.394241,0,0,1834.491905,129.0952381,0,-264.3657143,-36893.79429,,,,,-89442.02,1717.270588
STUP_12217,TechSystems,healthtech,689.0666667,-124.4857143,-38594.93162,17579.77143,2895.698717,0,0,1835.291048,129.152381,0,-264.5071429,-36910.71686,-1658.761923,,,2915.000847,-89502.68,1718.043824
STUP_12218,RedMinds Labs,edtech,688.4666667,-124.5428571,-38612.37848,17587.68571,2897.003194,0,0,1836.09019,129.2095238,0,-264.6485714,-36927.63943,-1659.519615,,,2916.298644,-89563.34,1718.817059
STUP_12219,TechVision Technologies,fintech,687.8666667,-124.6,-38629.82533,17595.6,2898.30767,0,0,1836.889333,129.2666667,0,-264.79,-36944.562,-1660.277308,,,2917.596441,,1719.590294
STUP_12220,InnoSolutions Ventures,consumer tech,687.2666667,-124.6571429,-38647.27219,17603.51429,2899.612146,0,0,1837.688476,129.3238095,0,-264.9314286,-36961.48457,-1661.035,,,2918.894237,,1720.363529
STUP_12221,BrightMinds,fintech,686.6666667,-124.7142857,-38664.71905,17611.42857,2900.916622,0,0,1838.487619,129.3809524,0,-265.0728571,-36978.40714,-1661.792692,,,2920.192034,-89624,1721.136765
STUP_12222,RedNetworks,ecommerce,686.0666667,-124.7714286,-38682.1659,17619.34286,2902.221098,0,0,1839.286762,129.4380952,0,-265.2142857,-36995.32971,,,,,-89684.66,1721.91
STUP_12223,TechSystems,healthtech,685.4666667,-124.8285714,-38699.61276,17627.25714,2903.525574,0,0,1840.085905,129.4952381,0,-265.3557143,-37012.25229,-1663.308077,,,2922.787627,-89745.32,1722.683235
STUP_12224,RedMinds Labs,edtech,684.8666667,-124.8857143,-38717.05962,17635.17143,2904.83005,0,0,1840.885048,129.552381,0,-265.4971429,-37029.17486,-1664.065769,,,2924.085424,-89805.98,1723.456471
STUP_12225,TechVision Technologies,fintech,684.2666667,-124.9428571,-38734.50648,17643.08571,2906.134527,0,0,1841.68419,129.6095238,0,-265.6385714,-37046.09743,-1664.823462,,,2925.38322,,1724.229706
STUP_12226,InnoSolutions Ventures,consumer tech,683.6666667,-125,-38751.95333,17651,2907.439003,0,0,1842.483333,129.6666667,0,-265.78,-37063.02,-1665.581154,,,2926.681017,,1725.002941
STUP_12227,BrightMinds,fintech,683.0666667,-125.0571429,-38769.40019,17658.91429,2908.743479,0,0,1843.282476,129.7238095,0,-265.9214286,-37079.94257,-1666.338846,,,2927.978814,-89866.64,1725.776176
STUP_12228,RedNetworks,ecommerce,682.4666667,-125.1142857,-38786.84705,17666.82857,2910.047955,0,0,1844.081619,129.7809524,0,-266.0628571,-37096.86514,,,,,-89927.3,1726.549412
STUP_12229,TechSystems,healthtech,681.8666667,-125.1714286,-38804.2939,17674.74286,2911.352431,0,0,1844.880762,129.8380952,0,-266.2042857,-37113.78771,-1667.854231,,,2930.574407,-89987.96,1727.322647
STUP_12230,RedMinds Labs,edtech,681.2666667,-125.2285714,-38821.74076,17682.65714,2912.656907,0,0,1845.679905,129.8952381,0,-266.3457143,-37130.71029,-1668.611923,,,2931.872203,-90048.62,1728.095882
STUP_12231,TechVision Technologies,fintech,680.6666667,-125.2857143,-38839.18762,17690.57143,2913.961383,0,0,1846.479048,129.952381,0,-266.4871429,-37147.63286,-1669.369615,,,2933.17,,1728.869118
STUP_12232,InnoSolutions Ventures,consumer tech,680.0666667,-125.3428571,-38856.63448,17698.48571,2915.26586,0,0,1847.27819,130.0095238,0,-266.6285714,-37164.55543,-1670.127308,,,2934.467797,,1729.642353
STUP_12233,BrightMinds,fintech,679.4666667,-125.4,-38874.08133,17706.4,2916.570336,0,0,1848.077333,130.0666667,0,-266.77,-37181.478,-1670.885,,,2935.765593,-90109.28,1730.415588
STUP_12234,RedNetworks,ecommerce,678.8666667,-125.4571429,-38891.52819,17714.31429,2917.874812,0,0,1848.876476,130.1238095,0,-266.9114286,-37198.40057,,,,,-90169.94,1731.188824
STUP_12235,TechSystems,healthtech,678.2666667,-125.5142857,-38908.97505,17722.22857,2919.179288,0,0,1849.675619,130.1809524,0,-267.0528571,-37215.32314,-1672.400385,,,2938.361186,-90230.6,1731.962059
STUP_12236,RedMinds Labs,edtech,677.6666667,-125.5714286,-38926.4219,17730.14286,2920.483764,0,0,1850.474762,130.2380952,0,-267.1942857,-37232.24571,-1673.158077,,,2939.658983,-90291.26,1732.735294
STUP_12237,TechVision Technologies,fintech,677.0666667,-125.6285714,-38943.86876,17738.05714,2921.78824,0,0,1851.273905,130.2952381,0,-267.3357143,-37249.16829,-1673.915769,,,2940.95678,,1733.508529
STUP_12238,InnoSolutions Ventures,consumer tech,676.4666667,-125.6857143,-38961.31562,17745.97143,2923.092717,0,0,1852.073048,130.352381,0,-267.4771429,-37266.09086,-1674.673462,,,2942.254576,,1734.281765
STUP_12239,BrightMinds,fintech,675.8666667,-125.7428571,-38978.76248,17753.88571,2924.397193,0,0,1852.87219,130.4095238,0,-267.6185714,-37283.01343,-1675.431154,,,2943.552373,-90351.92,1735.055
STUP_12240,RedNetworks,ecommerce,675.2666667,-125.8,-38996.20933,17761.8,2925.701669,0,0,1853.671333,130.4666667,0,-267.76,-37299.936,,,,,-90412.58,1735.828235
STUP_12241,TechSystems,healthtech,674.6666667,-125.8571429,-39013.65619,17769.71429,2927.006145,0,0,1854.470476,130.5238095,0,-267.9014286,-37316.85857,-1676.946538,,,2946.147966,-90473.24,1736.601471
STUP_12242,RedMinds Labs,edtech,674.0666667,-125.9142857,-39031.10305,17777.62857,2928.310621,0,0,1855.269619,130.5809524,0,-268.0428571,-37333.78114,-1677.704231,,,2947.445763,-90533.9,1737.374706
STUP_12243,TechVision Technologies,fintech,673.4666667,-125.9714286,-39048.5499,17785.54286,2929.615097,0,0,1856.068762,130.6380952,0,-268.1842857,-37350.70371,-1678.461923,,,2948.743559,,1738.147941
STUP_12244,InnoSolutions Ventures,consumer tech,672.8666667,-126.0285714,-39065.99676,17793.45714,2930.919573,0,0,1856.867905,130.6952381,0,-268.3257143,-37367.62629,-1679.219615,,,2950.041356,,1738.921176
STUP_12245,BrightMinds,fintech,672.2666667,-126.0857143,-39083.44362,17801.37143,2932.22405,0,0,1857.667048,130.752381,0,-268.4671429,-37384.54886,-1679.977308,,,2951.339153,-90594.56,1739.694412
STUP_12246,RedNetworks,ecommerce,671.6666667,-126.1428571,-39100.89048,17809.28571,2933.528526,0,0,1858.46619,130.8095238,0,-268.6085714,-37401.47143,,,,,-90655.22,1740.467647
STUP_12247,TechSystems,healthtech,671.0666667,-126.2,-39118.33733,17817.2,2934.833002,0,0,1859.265333,130.8666667,0,-268.75,-37418.394,-1681.492692,,,2953.934746,-90715.88,1741.240882
STUP_12248,RedMinds Labs,edtech,670.4666667,-126.2571429,-39135.78419,17825.11429,2936.137478,0,0,1860.064476,130.9238095,0,-268.8914286,-37435.31657,-1682.250385,,,2955.232542,-90776.54,1742.014118
STUP_12249,TechVision Technologies,fintech,669.8666667,-126.3142857,-39153.23105,17833.02857,2937.441954,0,0,1860.863619,130.9809524,0,-269.0328571,-37452.23914,-1683.008077,,,2956.530339,,1742.787353
STUP_12250,InnoSolutions Ventures,consumer tech,669.2666667,-126.3714286,-39170.6779,17840.94286,2938.74643,0,0,1861.662762,131.0380952,0,-269.1742857,-37469.16171,-1683.765769,,,2957.828136,,1743.560588
STUP_12251,BrightMinds,fintech,668.6666667,-126.4285714,-39188.12476,17848.85714,2940.050906,0,0,1862.461905,131.0952381,0,-269.3157143,-37486.08429,-1684.523462,,,2959.125932,-90837.2,1744.333824
STUP_12252,RedNetworks,ecommerce,668.0666667,-126.4857143,-39205.57162,17856.77143,2941.355383,0,0,1863.261048,131.152381,0,-269.4571429,-37503.00686,,,,,-90897.86,1745.107059
STUP_12253,TechSystems,healthtech,667.4666667,-126.5428571,-39223.01848,17864.68571,2942.659859,0,0,1864.06019,131.2095238,0,-269.5985714,-37519.92943,-1686.038846,,,2961.721525,-90958.52,1745.880294
STUP_12254,RedMinds Labs,edtech,666.8666667,-126.6,-39240.46533,17872.6,2943.964335,0,0,1864.859333,131.2666667,0,-269.74,-37536.852,-1686.796538,,,2963.019322,-91019.18,1746.653529
STUP_12255,TechVision Technologies,fintech,666.2666667,-126.6571429,-39257.91219,17880.51429,2945.268811,0,0,1865.658476,131.3238095,0,-269.8814286,-37553.77457,-1687.554231,,,2964.317119,,1747.426765
